order_day,product_name,daily_qty
2023-08-12,Oil,26.0
2023-08-13,Oil,22.0
2023-08-14,Oil,38.0
2023-08-15,Oil,12.0
2023-08-16,Oil,28.0
2023-08-17,Oil,20.0
2023-08-18,Oil,21.0
2023-08-19,Oil,46.0
2023-08-20,Oil,36.0
2023-08-21,Oil,13.0
2023-08-22,Oil,43.0
2023-08-23,Oil,19.0
2023-08-24,Oil,21.0
2023-08-25,Oil,18.0
2023-08-26,Oil,15.0
2023-08-27,Oil,17.0
2023-08-28,Oil,20.0
2023-08-29,Oil,26.0
2023-08-30,Oil,22.0
2023-08-31,Oil,18.0
2023-09-01,Oil,31.0
2023-09-02,Oil,10.0
2023-09-03,Oil,17.0
2023-09-04,Oil,21.0
2023-09-05,Oil,24.0
2023-09-06,Oil,24.0
2023-09-07,Oil,22.0
2023-09-08,Oil,35.0
2023-09-09,Oil,36.0
2023-09-10,Oil,29.0
2023-09-11,Oil,43.0
2023-09-12,Oil,29.0
2023-09-13,Oil,28.0
2023-09-14,Oil,29.0
2023-09-15,Oil,29.0
2023-09-16,Oil,13.0
2023-09-17,Oil,18.0
2023-09-18,Oil,28.0
2023-09-19,Oil,17.0
2023-09-20,Oil,45.0
2023-09-21,Oil,41.0
2023-09-22,Oil,15.0
2023-09-23,Oil,40.0
2023-09-24,Oil,29.0
2023-09-25,Oil,15.0
2023-09-26,Oil,23.0
2023-09-27,Oil,23.0
2023-09-28,Oil,19.0
2023-09-29,Oil,34.0
2023-09-30,Oil,17.0
2023-10-01,Oil,24.0
2023-10-02,Oil,35.0
2023-10-03,Oil,37.0
2023-10-04,Oil,34.0
2023-10-05,Oil,13.0
2023-10-06,Oil,13.0
2023-10-07,Oil,21.0
2023-10-08,Oil,7.0
2023-10-09,Oil,29.0
2023-10-10,Oil,35.0
2023-10-11,Oil,24.0
2023-10-12,Oil,20.0
2023-10-13,Oil,33.0
2023-10-14,Oil,40.0
2023-10-15,Oil,3.0
2023-10-16,Oil,33.0
2023-10-17,Oil,18.0
2023-10-18,Oil,7.0
2023-10-19,Oil,53.0
2023-10-20,Oil,26.0
2023-10-21,Oil,7.0
2023-10-22,Oil,6.0
2023-10-23,Oil,30.0
2023-10-24,Oil,17.0
2023-10-25,Oil,28.0
2023-10-26,Oil,15.0
2023-10-27,Oil,48.0
2023-10-28,Oil,37.0
2023-10-29,Oil,12.0
2023-10-30,Oil,25.0
2023-10-31,Oil,11.0
2023-11-01,Oil,29.0
2023-11-02,Oil,17.0
2023-11-03,Oil,22.0
2023-11-04,Oil,18.0
2023-11-05,Oil,36.0
2023-11-06,Oil,26.0
2023-11-07,Oil,22.0
2023-11-08,Oil,20.0
2023-11-09,Oil,24.0
2023-11-10,Oil,27.0
2023-11-11,Oil,28.0
2023-11-12,Oil,10.0
2023-11-13,Oil,22.0
2023-11-14,Oil,34.0
2023-11-15,Oil,14.0
2023-11-16,Oil,28.0
2023-11-17,Oil,9.0
2023-11-18,Oil,17.0
2023-11-19,Oil,31.0
2023-11-20,Oil,15.0
2023-11-21,Oil,21.0
2023-11-22,Oil,20.0
2023-11-23,Oil,26.0
2023-11-24,Oil,21.0
2023-11-25,Oil,42.0
2023-11-26,Oil,21.0
2023-11-27,Oil,32.0
2023-11-28,Oil,34.0
2023-11-29,Oil,3.0
2023-11-30,Oil,29.0
2023-12-01,Oil,42.0
2023-12-02,Oil,19.0
2023-12-03,Oil,15.0
2023-12-04,Oil,15.0
2023-12-05,Oil,20.0
2023-12-06,Oil,34.0
2023-12-07,Oil,21.0
2023-12-08,Oil,67.0
2023-12-09,Oil,37.0
2023-12-10,Oil,33.0
2023-12-11,Oil,31.0
2023-12-12,Oil,22.0
2023-12-13,Oil,14.0
2023-12-14,Oil,13.0
2023-12-15,Oil,27.0
2023-12-16,Oil,27.0
2023-12-17,Oil,27.0
2023-12-18,Oil,34.0
2023-12-19,Oil,39.0
2023-12-20,Oil,22.0
2023-12-21,Oil,21.0
2023-12-22,Oil,8.0
2023-12-23,Oil,28.0
2023-12-24,Oil,18.0
2023-12-25,Oil,32.0
2023-12-26,Oil,12.0
2023-12-27,Oil,15.0
2023-12-28,Oil,20.0
2023-12-29,Oil,22.0
2023-12-30,Oil,28.0
2023-12-31,Oil,28.0
2024-01-01,Oil,11.0
2024-01-02,Oil,25.0
2024-01-03,Oil,33.0
2024-01-04,Oil,20.0
2024-01-05,Oil,9.0
2024-01-06,Oil,29.0
2024-01-07,Oil,21.0
2024-01-08,Oil,19.0
2024-01-09,Oil,37.0
2024-01-10,Oil,27.0
2024-01-11,Oil,46.0
2024-01-12,Oil,9.0
2024-01-13,Oil,20.0
2024-01-14,Oil,9.0
2024-01-15,Oil,20.0
2024-01-16,Oil,39.0
2024-01-17,Oil,22.0
2024-01-18,Oil,32.0
2024-01-19,Oil,1.0
2024-01-20,Oil,29.0
2024-01-21,Oil,33.0
2024-01-22,Oil,39.0
2024-01-23,Oil,29.0
2024-01-24,Oil,33.0
2024-01-25,Oil,18.0
2024-01-26,Oil,35.0
2024-01-27,Oil,20.0
2024-01-28,Oil,59.0
2024-01-29,Oil,8.0
2024-01-30,Oil,16.0
2024-01-31,Oil,35.0
2024-02-01,Oil,14.0
2024-02-02,Oil,15.0
2024-02-03,Oil,16.0
2024-02-04,Oil,34.0
2024-02-05,Oil,9.0
2024-02-06,Oil,38.0
2024-02-07,Oil,25.0
2024-02-08,Oil,17.0
2024-02-09,Oil,51.0
2024-02-10,Oil,49.0
2024-02-11,Oil,22.0
2024-02-12,Oil,20.0
2024-02-13,Oil,16.0
2024-02-14,Oil,28.0
2024-02-15,Oil,30.0
2024-02-16,Oil,30.0
2024-02-17,Oil,48.0
2024-02-18,Oil,20.0
2024-02-19,Oil,21.0
2024-02-20,Oil,46.0
2024-02-21,Oil,21.0
2024-02-22,Oil,15.0
2024-02-23,Oil,8.0
2024-02-24,Oil,12.0
2024-02-25,Oil,20.0
2024-02-26,Oil,31.0
2024-02-27,Oil,13.0
2024-02-28,Oil,33.0
2024-02-29,Oil,4.0
2024-03-01,Oil,10.0
2024-03-02,Oil,5.0
2024-03-03,Oil,17.0
2024-03-04,Oil,27.0
2024-03-05,Oil,43.0
2024-03-06,Oil,16.0
2024-03-07,Oil,32.0
2024-03-08,Oil,12.0
2024-03-09,Oil,3.0
2024-03-10,Oil,22.0
2024-03-11,Oil,2.0
2024-03-12,Oil,29.0
2024-03-13,Oil,39.0
2024-03-14,Oil,21.0
2024-03-15,Oil,36.0
2024-03-16,Oil,62.0
2024-03-17,Oil,19.0
2024-03-18,Oil,9.0
2024-03-19,Oil,12.0
2024-03-20,Oil,11.0
2024-03-21,Oil,27.0
2024-03-22,Oil,19.0
2024-03-23,Oil,33.0
2024-03-24,Oil,44.0
2024-03-25,Oil,37.0
2024-03-26,Oil,31.0
2024-03-27,Oil,22.0
2024-03-28,Oil,18.0
2024-03-29,Oil,24.0
2024-03-30,Oil,25.0
2024-03-31,Oil,2.0
2024-04-01,Oil,11.0
2024-04-02,Oil,25.0
2024-04-03,Oil,8.0
2024-04-04,Oil,29.0
2024-04-05,Oil,20.0
2024-04-06,Oil,23.0
2024-04-07,Oil,23.0
2024-04-08,Oil,63.0
2024-04-09,Oil,15.0
2024-04-10,Oil,31.0
2024-04-11,Oil,7.0
2024-04-12,Oil,7.0
2024-04-13,Oil,14.0
2024-04-14,Oil,26.0
2024-04-15,Oil,19.0
2024-04-16,Oil,20.0
2024-04-17,Oil,49.0
2024-04-18,Oil,22.0
2024-04-19,Oil,42.0
2024-04-20,Oil,29.0
2024-04-21,Oil,8.0
2024-04-22,Oil,19.0
2024-04-23,Oil,32.0
2024-04-24,Oil,12.0
2024-04-25,Oil,22.0
2024-04-26,Oil,15.0
2024-04-27,Oil,48.0
2024-04-28,Oil,7.0
2024-04-29,Oil,22.0
2024-04-30,Oil,30.0
2024-05-01,Oil,13.0
2024-05-02,Oil,12.0
2024-05-03,Oil,5.0
2024-05-04,Oil,21.0
2024-05-05,Oil,0.0
2024-05-06,Oil,30.0
2024-05-07,Oil,15.0
2024-05-08,Oil,17.0
2024-05-09,Oil,18.0
2024-05-10,Oil,48.0
2024-05-11,Oil,25.0
2024-05-12,Oil,55.0
2024-05-13,Oil,19.0
2024-05-14,Oil,16.0
2024-05-15,Oil,32.0
2024-05-16,Oil,24.0
2024-05-17,Oil,12.0
2024-05-18,Oil,23.0
2024-05-19,Oil,6.0
2024-05-20,Oil,21.0
2024-05-21,Oil,28.0
2024-05-22,Oil,19.0
2024-05-23,Oil,16.0
2024-05-24,Oil,15.0
2024-05-25,Oil,36.0
2024-05-26,Oil,23.0
2024-05-27,Oil,42.0
2024-05-28,Oil,9.0
2024-05-29,Oil,7.0
2024-05-30,Oil,14.0
2024-05-31,Oil,9.0
2024-06-01,Oil,17.0
2024-06-02,Oil,7.0
2024-06-03,Oil,20.0
2024-06-04,Oil,5.0
2024-06-05,Oil,40.0
2024-06-06,Oil,24.0
2024-06-07,Oil,17.0
2024-06-08,Oil,36.0
2024-06-09,Oil,23.0
2024-06-10,Oil,36.0
2024-06-11,Oil,18.0
2024-06-12,Oil,34.0
2024-06-13,Oil,50.0
2024-06-14,Oil,27.0
2024-06-15,Oil,24.0
2024-06-16,Oil,36.0
2024-06-17,Oil,30.0
2024-06-18,Oil,33.0
2024-06-19,Oil,28.0
2024-06-20,Oil,32.0
2024-06-21,Oil,35.0
2024-06-22,Oil,13.0
2024-06-23,Oil,20.0
2024-06-24,Oil,38.0
2024-06-25,Oil,19.0
2024-06-26,Oil,10.0
2024-06-27,Oil,36.0
2024-06-28,Oil,32.0
2024-06-29,Oil,16.0
2024-06-30,Oil,17.0
2024-07-01,Oil,35.0
2024-07-02,Oil,29.0
2024-07-03,Oil,22.0
2024-07-04,Oil,31.0
2024-07-05,Oil,11.0
2024-07-06,Oil,22.0
2024-07-07,Oil,23.0
2024-07-08,Oil,28.0
2024-07-09,Oil,22.0
2024-07-10,Oil,22.0
2024-07-11,Oil,38.0
2024-07-12,Oil,26.0
2024-07-13,Oil,23.0
2024-07-14,Oil,7.0
2024-07-15,Oil,26.0
2024-07-16,Oil,33.0
2024-07-17,Oil,13.0
2024-07-18,Oil,15.0
2024-07-19,Oil,20.0
2024-07-20,Oil,32.0
2024-07-21,Oil,21.0
2024-07-22,Oil,39.0
2024-07-23,Oil,28.0
2024-07-24,Oil,13.0
2024-07-25,Oil,34.0
2024-07-26,Oil,34.0
2024-07-27,Oil,22.0
2024-07-28,Oil,15.0
2024-07-29,Oil,19.0
2024-07-30,Oil,28.0
2024-07-31,Oil,32.0
2024-08-01,Oil,32.0
2024-08-02,Oil,14.0
2024-08-03,Oil,39.0
2024-08-04,Oil,37.0
2024-08-05,Oil,22.0
2024-08-06,Oil,42.0
2024-08-07,Oil,20.0
2024-08-08,Oil,22.0
2024-08-09,Oil,14.0
2024-08-10,Oil,23.0
2024-08-11,Oil,9.0
2024-08-12,Oil,46.0
2024-08-13,Oil,16.0
2024-08-14,Oil,37.0
2024-08-15,Oil,29.0
2024-08-16,Oil,7.0
2024-08-17,Oil,32.0
2024-08-18,Oil,34.0
2024-08-19,Oil,20.0
2024-08-20,Oil,26.0
2024-08-21,Oil,21.0
2024-08-22,Oil,17.0
2024-08-23,Oil,17.0
2024-08-24,Oil,27.0
2024-08-25,Oil,18.0
2024-08-26,Oil,12.0
2024-08-27,Oil,10.0
2024-08-28,Oil,28.0
2024-08-29,Oil,26.0
2024-08-30,Oil,12.0
2024-08-31,Oil,12.0
2024-09-01,Oil,21.0
2024-09-02,Oil,20.0
2024-09-03,Oil,37.0
2024-09-04,Oil,24.0
2024-09-05,Oil,14.0
2024-09-06,Oil,18.0
2024-09-07,Oil,32.0
2024-09-08,Oil,22.0
2024-09-09,Oil,14.0
2024-09-10,Oil,21.0
2024-09-11,Oil,40.0
2024-09-12,Oil,21.0
2024-09-13,Oil,10.0
2024-09-14,Oil,45.0
2024-09-15,Oil,32.0
2024-09-16,Oil,33.0
2023-01-01,Rice,34.0
2023-01-02,Rice,18.0
2023-01-03,Rice,13.0
2023-01-04,Rice,25.0
2023-01-05,Rice,19.0
2023-01-06,Rice,25.0
2023-01-07,Rice,20.0
2023-01-08,Rice,17.0
2023-01-09,Rice,33.0
2023-01-10,Rice,31.0
2023-01-11,Rice,30.0
2023-01-12,Rice,11.0
2023-01-13,Rice,27.0
2023-01-14,Rice,19.0
2023-01-15,Rice,17.0
2023-01-16,Rice,27.0
2023-01-17,Rice,40.0
2023-01-18,Rice,33.0
2023-01-19,Rice,36.0
2023-01-20,Rice,11.0
2023-01-21,Rice,29.0
2023-01-22,Rice,28.0
2023-01-23,Rice,13.0
2023-01-24,Rice,26.0
2023-01-25,Rice,18.0
2023-01-26,Rice,13.0
2023-01-27,Rice,35.0
2023-01-28,Rice,23.0
2023-01-29,Rice,30.0
2023-01-30,Rice,9.0
2023-01-31,Rice,19.0
2023-02-01,Rice,40.0
2023-02-02,Rice,16.0
2023-02-03,Rice,20.0
2023-02-04,Rice,39.0
2023-02-05,Rice,26.0
2023-02-06,Rice,30.0
2023-02-07,Rice,33.0
2023-02-08,Rice,8.0
2023-02-09,Rice,28.0
2023-02-10,Rice,11.0
2023-02-11,Rice,40.0
2023-02-12,Rice,12.0
2023-02-13,Rice,25.0
2023-02-14,Rice,27.0
2023-02-15,Rice,22.0
2023-02-16,Rice,16.0
2023-02-17,Rice,30.0
2023-02-18,Rice,25.0
2023-02-19,Rice,42.0
2023-02-20,Rice,15.0
2023-02-21,Rice,20.0
2023-02-22,Rice,29.0
2023-02-23,Rice,20.0
2023-02-24,Rice,19.0
2023-02-25,Rice,16.0
2023-02-26,Rice,24.0
2023-02-27,Rice,5.0
2023-02-28,Rice,6.0
2023-03-01,Rice,24.0
2023-03-02,Rice,16.0
2023-03-03,Rice,42.0
2023-03-04,Rice,29.0
2023-03-05,Rice,44.0
2023-03-06,Rice,26.0
2023-03-07,Rice,8.0
2023-03-08,Rice,3.0
2023-03-09,Rice,53.0
2023-03-10,Rice,23.0
2023-03-11,Rice,19.0
2023-03-12,Rice,24.0
2023-03-13,Rice,17.0
2023-03-14,Rice,19.0
2023-03-15,Rice,11.0
2023-03-16,Rice,44.0
2023-03-17,Rice,45.0
2023-03-18,Rice,23.0
2023-03-19,Rice,20.0
2023-03-20,Rice,32.0
2023-03-21,Rice,39.0
2023-03-22,Rice,21.0
2023-03-23,Rice,20.0
2023-03-24,Rice,11.0
2023-03-25,Rice,16.0
2023-03-26,Rice,12.0
2023-03-27,Rice,35.0
2023-03-28,Rice,34.0
2023-03-29,Rice,30.0
2023-03-30,Rice,21.0
2023-03-31,Rice,30.0
2023-04-01,Rice,36.0
2023-04-02,Rice,28.0
2023-04-03,Rice,10.0
2023-04-04,Rice,8.0
2023-04-05,Rice,41.0
2023-04-06,Rice,48.0
2023-04-07,Rice,35.0
2023-04-08,Rice,23.0
2023-04-09,Rice,13.0
2023-04-10,Rice,22.0
2023-04-11,Rice,2.0
2023-04-12,Rice,13.0
2023-04-13,Rice,23.0
2023-04-14,Rice,29.0
2023-04-15,Rice,29.0
2023-04-16,Rice,31.0
2023-04-17,Rice,20.0
2023-04-18,Rice,25.0
2023-04-19,Rice,27.0
2023-04-20,Rice,19.0
2023-04-21,Rice,8.0
2023-04-22,Rice,0.0
2023-04-23,Rice,27.0
2023-04-24,Rice,14.0
2023-04-25,Rice,34.0
2023-04-26,Rice,17.0
2023-04-27,Rice,24.0
2023-04-28,Rice,20.0
2023-04-29,Rice,29.0
2023-04-30,Rice,28.0
2023-05-01,Rice,15.0
2023-05-02,Rice,16.0
2023-05-03,Rice,31.0
2023-05-04,Rice,5.0
2023-05-05,Rice,21.0
2023-05-06,Rice,9.0
2023-05-07,Rice,38.0
2023-05-08,Rice,45.0
2023-05-09,Rice,15.0
2023-05-10,Rice,16.0
2023-05-11,Rice,27.0
2023-05-12,Rice,17.0
2023-05-13,Rice,29.0
2023-05-14,Rice,17.0
2023-05-15,Rice,25.0
2023-05-16,Rice,32.0
2023-05-17,Rice,21.0
2023-05-18,Rice,11.0
2023-05-19,Rice,2.0
2023-05-20,Rice,9.0
2023-05-21,Rice,21.0
2023-05-22,Rice,15.0
2023-05-23,Rice,14.0
2023-05-24,Rice,5.0
2023-05-25,Rice,36.0
2023-05-26,Rice,18.0
2023-05-27,Rice,17.0
2023-05-28,Rice,26.0
2023-05-29,Rice,32.0
2023-05-30,Rice,32.0
2023-05-31,Rice,26.0
2023-06-01,Rice,23.0
2023-06-02,Rice,2.0
2023-06-03,Rice,31.0
2023-06-04,Rice,15.0
2023-06-05,Rice,26.0
2023-06-06,Rice,29.0
2023-06-07,Rice,43.0
2023-06-08,Rice,14.0
2023-06-09,Rice,33.0
2023-06-10,Rice,28.0
2023-06-11,Rice,29.0
2023-06-12,Rice,42.0
2023-06-13,Rice,29.0
2023-06-14,Rice,21.0
2023-06-15,Rice,20.0
2023-06-16,Rice,23.0
2023-06-17,Rice,16.0
2023-06-18,Rice,13.0
2023-06-19,Rice,42.0
2023-06-20,Rice,51.0
2023-06-21,Rice,28.0
2023-06-22,Rice,32.0
2023-06-23,Rice,13.0
2023-06-24,Rice,22.0
2023-06-25,Rice,24.0
2023-06-26,Rice,27.0
2023-06-27,Rice,37.0
2023-06-28,Rice,15.0
2023-06-29,Rice,33.0
2023-06-30,Rice,22.0
2023-07-01,Rice,34.0
2023-07-02,Rice,33.0
2023-07-03,Rice,38.0
2023-07-04,Rice,8.0
2023-07-05,Rice,30.0
2023-07-06,Rice,13.0
2023-07-07,Rice,8.0
2023-07-08,Rice,20.0
2023-07-09,Rice,58.0
2023-07-10,Rice,20.0
2023-07-11,Rice,15.0
2023-07-12,Rice,33.0
2023-07-13,Rice,37.0
2023-07-14,Rice,25.0
2023-07-15,Rice,31.0
2023-07-16,Rice,23.0
2023-07-17,Rice,4.0
2023-07-18,Rice,12.0
2023-07-19,Rice,26.0
2023-07-20,Rice,13.0
2023-07-21,Rice,26.0
2023-07-22,Rice,21.0
2023-07-23,Rice,24.0
2023-07-24,Rice,24.0
2023-07-25,Rice,11.0
2023-07-26,Rice,12.0
2023-07-27,Rice,14.0
2023-07-28,Rice,11.0
2023-07-29,Rice,30.0
2023-07-30,Rice,50.0
2023-07-31,Rice,18.0
2023-08-01,Rice,5.0
2023-08-02,Rice,16.0
2023-08-03,Rice,26.0
2023-08-04,Rice,30.0
2023-08-05,Rice,44.0
2023-08-06,Rice,23.0
2023-08-07,Rice,46.0
2023-08-08,Rice,22.0
2023-08-09,Rice,6.0
2023-08-10,Rice,37.0
2023-08-11,Rice,1.0
2023-08-12,Rice,12.0
2023-08-13,Rice,26.0
2023-08-14,Rice,19.0
2023-08-15,Rice,11.0
2023-08-16,Rice,41.0
2023-08-17,Rice,13.0
2023-08-18,Rice,27.0
2023-08-19,Rice,37.0
2023-08-20,Rice,0.0
2023-08-21,Rice,32.0
2023-08-22,Rice,25.0
2023-08-23,Rice,49.0
2023-08-24,Rice,21.0
2023-08-25,Rice,47.0
2023-08-26,Rice,37.0
2023-08-27,Rice,40.0
2023-08-28,Rice,22.0
2023-08-29,Rice,39.0
2023-08-30,Rice,18.0
2023-08-31,Rice,14.0
2023-09-01,Rice,22.0
2023-09-02,Rice,20.0
2023-09-03,Rice,19.0
2023-09-04,Rice,9.0
2023-09-05,Rice,36.0
2023-09-06,Rice,19.0
2023-09-07,Rice,23.0
2023-09-08,Rice,30.0
2023-09-09,Rice,11.0
2023-09-10,Rice,14.0
2023-09-11,Rice,15.0
2023-09-12,Rice,37.0
2023-09-13,Rice,18.0
2023-09-14,Rice,23.0
2023-09-15,Rice,27.0
2023-09-16,Rice,35.0
2023-09-17,Rice,18.0
2023-09-18,Rice,13.0
2023-09-19,Rice,44.0
2023-09-20,Rice,12.0
2023-09-21,Rice,31.0
2023-09-22,Rice,40.0
2023-09-23,Rice,20.0
2023-09-24,Rice,41.0
2023-09-25,Rice,32.0
2023-09-26,Rice,12.0
2023-09-27,Rice,21.0
2023-09-28,Rice,14.0
2023-09-29,Rice,22.0
2023-09-30,Rice,61.0
2023-10-01,Rice,43.0
2023-10-02,Rice,27.0
2023-10-03,Rice,30.0
2023-10-04,Rice,15.0
2023-10-05,Rice,29.0
2023-10-06,Rice,24.0
2023-10-07,Rice,14.0
2023-10-08,Rice,37.0
2023-10-09,Rice,12.0
2023-10-10,Rice,17.0
2023-10-11,Rice,29.0
2023-10-12,Rice,15.0
2023-10-13,Rice,20.0
2023-10-14,Rice,29.0
2023-10-15,Rice,35.0
2023-10-16,Rice,31.0
2023-10-17,Rice,37.0
2023-10-18,Rice,17.0
2023-10-19,Rice,35.0
2023-10-20,Rice,21.0
2023-10-21,Rice,37.0
2023-10-22,Rice,23.0
2023-10-23,Rice,27.0
2023-10-24,Rice,27.0
2023-10-25,Rice,7.0
2023-10-26,Rice,33.0
2023-10-27,Rice,29.0
2023-10-28,Rice,19.0
2023-10-29,Rice,25.0
2023-10-30,Rice,33.0
2023-10-31,Rice,0.0
2023-11-01,Rice,20.0
2023-11-02,Rice,44.0
2023-11-03,Rice,39.0
2023-11-04,Rice,31.0
2023-11-05,Rice,18.0
2023-11-06,Rice,8.0
2023-11-07,Rice,7.0
2023-11-08,Rice,19.0
2023-11-09,Rice,2.0
2023-11-10,Rice,11.0
2023-11-11,Rice,28.0
2023-11-12,Rice,18.0
2023-11-13,Rice,33.0
2023-11-14,Rice,8.0
2023-11-15,Rice,27.0
2023-11-16,Rice,18.0
2023-11-17,Rice,55.0
2023-11-18,Rice,38.0
2023-11-19,Rice,16.0
2023-11-20,Rice,19.0
2023-11-21,Rice,34.0
2023-11-22,Rice,16.0
2023-11-23,Rice,37.0
2023-11-24,Rice,37.0
2023-11-25,Rice,24.0
2023-11-26,Rice,26.0
2023-11-27,Rice,29.0
2023-11-28,Rice,12.0
2023-11-29,Rice,25.0
2023-11-30,Rice,18.0
2023-12-01,Rice,11.0
2023-12-02,Rice,19.0
2023-12-03,Rice,39.0
2023-12-04,Rice,21.0
2023-12-05,Rice,25.0
2023-12-06,Rice,16.0
2023-12-07,Rice,26.0
2023-12-08,Rice,25.0
2023-12-09,Rice,30.0
2023-12-10,Rice,12.0
2023-12-11,Rice,38.0
2023-12-12,Rice,15.0
2023-12-13,Rice,30.0
2023-12-14,Rice,24.0
2023-12-15,Rice,12.0
2023-12-16,Rice,29.0
2023-12-17,Rice,26.0
2023-12-18,Rice,13.0
2023-12-19,Rice,36.0
2023-12-20,Rice,22.0
2023-12-21,Rice,16.0
2023-12-22,Rice,27.0
2023-12-23,Rice,10.0
2023-12-24,Rice,14.0
2023-12-25,Rice,15.0
2023-12-26,Rice,22.0
2023-12-27,Rice,21.0
2023-12-28,Rice,36.0
2023-12-29,Rice,27.0
2023-12-30,Rice,39.0
2023-12-31,Rice,11.0
2024-01-01,Rice,30.0
2024-01-02,Rice,5.0
2024-01-03,Rice,31.0
2024-01-04,Rice,37.0
2024-01-05,Rice,40.0
2024-01-06,Rice,21.0
2024-01-07,Rice,20.0
2024-01-08,Rice,37.0
2024-01-09,Rice,32.0
2024-01-10,Rice,27.0
2024-01-11,Rice,23.0
2024-01-12,Rice,33.0
2024-01-13,Rice,10.0
2024-01-14,Rice,18.0
2024-01-15,Rice,12.0
2024-01-16,Rice,20.0
2024-01-17,Rice,24.0
2024-01-18,Rice,23.0
2024-01-19,Rice,25.0
2024-01-20,Rice,14.0
2024-01-21,Rice,16.0
2024-01-22,Rice,20.0
2024-01-23,Rice,28.0
2024-01-24,Rice,19.0
2024-01-25,Rice,30.0
2024-01-26,Rice,35.0
2024-01-27,Rice,33.0
2024-01-28,Rice,9.0
2024-01-29,Rice,38.0
2024-01-30,Rice,37.0
2024-01-31,Rice,17.0
2024-02-01,Rice,47.0
2024-02-02,Rice,21.0
2024-02-03,Rice,30.0
2024-02-04,Rice,40.0
2024-02-05,Rice,50.0
2024-02-06,Rice,30.0
2024-02-07,Rice,7.0
2024-02-08,Rice,22.0
2024-02-09,Rice,22.0
2024-02-10,Rice,39.0
2024-02-11,Rice,29.0
2024-02-12,Rice,30.0
2024-02-13,Rice,27.0
2024-02-14,Rice,14.0
2024-02-15,Rice,12.0
2024-02-16,Rice,34.0
2024-02-17,Rice,8.0
2024-02-18,Rice,26.0
2024-02-19,Rice,25.0
2024-02-20,Rice,24.0
2024-02-21,Rice,17.0
2024-02-22,Rice,22.0
2024-02-23,Rice,13.0
2024-02-24,Rice,44.0
2024-02-25,Rice,18.0
2024-02-26,Rice,15.0
2024-02-27,Rice,18.0
2024-02-28,Rice,17.0
2024-02-29,Rice,26.0
2024-03-01,Rice,55.0
2024-03-02,Rice,25.0
2024-03-03,Rice,20.0
2024-03-04,Rice,19.0
2024-03-05,Rice,12.0
2024-03-06,Rice,44.0
2024-03-07,Rice,19.0
2024-03-08,Rice,20.0
2024-03-09,Rice,16.0
2024-03-10,Rice,31.0
2024-03-11,Rice,25.0
2024-03-12,Rice,28.0
2024-03-13,Rice,28.0
2024-03-14,Rice,19.0
2024-03-15,Rice,41.0
2024-03-16,Rice,50.0
2024-03-17,Rice,14.0
2024-03-18,Rice,21.0
2024-03-19,Rice,59.0
2024-03-20,Rice,21.0
2024-03-21,Rice,26.0
2024-03-22,Rice,16.0
2024-03-23,Rice,32.0
2024-03-24,Rice,23.0
2024-03-25,Rice,34.0
2024-03-26,Rice,29.0
2024-03-27,Rice,23.0
2024-03-28,Rice,42.0
2024-03-29,Rice,19.0
2024-03-30,Rice,16.0
2024-03-31,Rice,12.0
2024-04-01,Rice,37.0
2024-04-02,Rice,21.0
2024-04-03,Rice,49.0
2024-04-04,Rice,6.0
2024-04-05,Rice,13.0
2024-04-06,Rice,27.0
2024-04-07,Rice,10.0
2024-04-08,Rice,16.0
2024-04-09,Rice,12.0
2024-04-10,Rice,16.0
2024-04-11,Rice,27.0
2024-04-12,Rice,26.0
2024-04-13,Rice,9.0
2024-04-14,Rice,30.0
2024-04-15,Rice,25.0
2024-04-16,Rice,21.0
2024-04-17,Rice,19.0
2024-04-18,Rice,39.0
2024-04-19,Rice,11.0
2024-04-20,Rice,21.0
2024-04-21,Rice,11.0
2024-04-22,Rice,24.0
2024-04-23,Rice,28.0
2024-04-24,Rice,40.0
2024-04-25,Rice,22.0
2024-04-26,Rice,19.0
2024-04-27,Rice,37.0
2024-04-28,Rice,1.0
2024-04-29,Rice,23.0
2024-04-30,Rice,20.0
2024-05-01,Rice,23.0
2024-05-02,Rice,19.0
2024-05-03,Rice,6.0
2024-05-04,Rice,40.0
2024-05-05,Rice,25.0
2024-05-06,Rice,17.0
2024-05-07,Rice,26.0
2024-05-08,Rice,20.0
2024-05-09,Rice,18.0
2024-05-10,Rice,12.0
2024-05-11,Rice,27.0
2024-05-12,Rice,40.0
2024-05-13,Rice,8.0
2024-05-14,Rice,25.0
2024-05-15,Rice,19.0
2024-05-16,Rice,1.0
2024-05-17,Rice,43.0
2024-05-18,Rice,24.0
2024-05-19,Rice,18.0
2024-05-20,Rice,47.0
2024-05-21,Rice,11.0
2024-05-22,Rice,18.0
2024-05-23,Rice,13.0
2024-05-24,Rice,0.0
2024-05-25,Rice,16.0
2024-05-26,Rice,19.0
2024-05-27,Rice,15.0
2024-05-28,Rice,3.0
2024-05-29,Rice,32.0
2024-05-30,Rice,20.0
2024-05-31,Rice,25.0
2024-06-01,Rice,36.0
2024-06-02,Rice,18.0
2024-06-03,Rice,7.0
2024-06-04,Rice,32.0
2024-06-05,Rice,20.0
2024-06-06,Rice,24.0
2024-06-07,Rice,41.0
2024-06-08,Rice,22.0
2024-06-09,Rice,32.0
2024-06-10,Rice,21.0
2024-06-11,Rice,25.0
2024-06-12,Rice,18.0
2024-06-13,Rice,13.0
